Id,SalePrice
1461,124393.84403351675
1462,158649.90307261344
1463,188738.05536909986
1464,200212.51966319338
1465,195137.54093116647
1466,172272.5177764083
1467,176644.17801686662
1468,162566.1597182721
1469,192334.40548907977
1470,119399.31145503238
1471,189655.84030695684
1472,99805.92133470687
1473,96275.19225206097
1474,142519.77801413243
1475,110466.24114094349
1476,357269.27563013096
1477,248672.85299969168
1478,287471.4155963082
1479,279211.1804455079
1480,501579.4899988482
1481,335795.5592578141
1482,210344.17809942676
1483,177850.87212213865
1484,163345.0432088446
1485,185321.7367307969
1486,192679.31477085652
1487,310150.957964015
1488,236372.8375811993
1489,196947.8421408751
1490,245257.70849512468
1491,196200.15864393942
1492,94322.48767074838
1493,190038.01531305458
1494,287759.9610965735
1495,288025.39968506485
1496,236106.95441775143
1497,183656.4149364067
1498,174211.26171626325
1499,165972.54138253618
1500,154127.54663194
1501,178741.7034658162
1502,141445.59288466058
1503,283551.8710410826
1504,241621.66851737583
1505,231838.87225568198
1506,188998.08447609062
1507,260470.55367747147
1508,209700.68068022074
1509,149548.73540841497
1510,147536.59741842025
1511,157417.09194560233
1512,174635.77080574117
1513,153391.0633029294
1514,162948.06024853291
1515,193244.7343663757
1516,155747.06303244375
1517,169686.71075229003
1518,128910.45575991178
1519,215440.35037654647
1520,128941.5806529347
1521,134102.6881074296
1522,173729.60663200953
1523,116499.0444694825
1524,128996.29921140314
1525,123730.80699425683
1526,111213.35939360534
1527,107975.24157087361
1528,130138.20315964185
1529,154182.69478901272
1530,185250.9095115962
1531,107982.3942591563
1532,91443.11938056018
1533,152003.09706116447
1534,127282.90240700438
1535,145361.95453568804
1536,109624.29822098403
1537,62224.83334869267
1538,142843.69940809946
1539,195099.17335978008
1540,90231.59994658464
1541,143270.24730008998
1542,139208.84567332402
1543,184770.78744678435
1544,87489.39421920807
1545,120958.00232102082
1546,134700.3994208069
1547,133711.67478705704
1548,137332.83612504244
1549,121371.67751313197
1550,136247.8599850197
1551,105459.47080984671
1552,142286.95880899162
1553,150716.7828905502
1554,118005.48054883907
1555,165735.5441263405
1556,82520.20024898522
1557,108541.86679454951
1558,98203.75396470819
1559,63184.06459523211
1560,128993.91787738932
1561,117614.45931332184
1562,130532.58425632807
1563,123141.26086715644
1564,151730.37229416685
1565,152202.99745691696
1566,242936.34266602923
1567,78852.76185149731
1568,243089.696020059
1569,132425.06206592987
1570,130769.38196297473
1571,112081.42295419642
1572,143012.21893200686
1573,235543.13527132725
1574,121231.03708592581
1575,227638.3315307059
1576,248724.88683406822
1577,179837.4703884995
1578,141885.43713944335
1579,148985.50589628675
1580,194690.63891357364
1581,156201.1046366552
1582,128914.77158268738
1583,301310.15117226314
1584,216293.66280811385
1585,138258.50945821544
1586,67351.60977248696
1587,106135.97972058758
1588,159085.26974988874
1589,102911.29618360737
1590,131227.02208142815
1591,96030.05630477592
1592,110481.32898192166
1593,120553.97405267412
1594,141177.76409006002
1595,113394.67772185207
1596,219118.11191304008
1597,192552.21426232657
1598,231133.9699573771
1599,165557.66617257366
1600,157704.3628470144
1601,69875.19327798637
1602,121162.22452174689
1603,71172.87346917432
1604,259130.15052322744
1605,239062.74978615475
1606,167355.577449908
1607,163006.9865749908
1608,212226.77377078848
1609,178982.27510781036
1610,150712.2731680973
1611,136305.26272922012
1612,167800.11912439394
1613,169609.7549460673
1614,127113.9693176598
1615,89776.5023385266
1616,79865.47714323437
1617,92281.07833925096
1618,129124.49448678792
1619,143604.71693512378
1620,165639.75900739417
1621,132820.24761724815
1622,128762.09641879919
1623,260944.72888310635
1624,216219.68424884387
1625,120621.3138690918
1626,168105.12196301794
1627,197272.40783402266
1628,288217.4196345268
1629,179193.0124939241
1630,363483.98404904833
1631,222197.7615799883
1632,248228.24312670238
1633,170866.42534412205
1634,186002.8372920314
1635,171795.84749862293
1636,150330.58213115268
1637,211856.42296946768
1638,182107.32794852156
1639,185437.57559638604
1640,256144.4059369614
1641,180738.66970217318
1642,247743.62570856372
1643,223714.02070693704
1644,246235.16067972363
1645,208794.15945607063
1646,154504.1194727489
1647,154434.46976518066
1648,130715.69009432588
1649,139669.62521396315
1650,117529.21935689001
1651,121695.1057692718
1652,100996.47850867618
1653,100619.86700369358
1654,143581.7940181775
1655,134743.44741967134
1656,140662.801960176
1657,149552.68894036824
1658,144579.07937010727
1659,123024.68812491791
1660,155695.45391476905
1661,463925.175544015
1662,412800.6629120731
1663,376264.1567224347
1664,523165.3069076149
1665,299551.78451436997
1666,310628.1791404749
1667,389601.95842927555
1668,332552.17212563666
1669,301774.7832254366
1670,328469.33223933005
1671,272278.7030601788
1672,443038.0010673476
1673,300385.73565430415
1674,240954.80550527692
1675,207602.64616394698
1676,196095.55393712677
1677,228736.29813253818
1678,479740.30640280276
1679,401204.0890139783
