Id,SalePrice
1461,127505.28001054155
1462,160640.18600947614
1463,194936.8831352162
1464,208246.97356318508
1465,199438.60205879677
1466,170840.30428853937
1467,171023.88490764974
1468,161786.75542503342
1469,198570.0383678344
1470,122353.76136820088
1471,198036.78562673475
1472,99011.99197580591
1473,95677.99653623022
1474,145820.12397759242
1475,112243.20987448438
1476,367837.4088939196
1477,251341.99691507197
1478,268764.2803006959
1479,274929.2872881781
1480,532446.1578153431
1481,343605.1514196179
1482,210352.48873420586
1483,181967.93713988896
1484,162948.5310658937
1485,179801.08236781735
1486,194570.30766242673
1487,323474.60801544983
1488,229310.42835707386
1489,202603.59307187356
1490,239812.70043153325
1491,197047.65136456868
1492,94823.50740754655
1493,173034.91937381204
1494,278175.80924554326
1495,276137.84803484817
1496,239812.06703167394
1497,184377.58102906268
1498,169824.69779692835
1499,175981.04142822386
1500,155549.6107333937
1501,177858.9104673201
1502,154031.8910150329
1503,274011.28074851894
1504,243761.2797540485
1505,231842.52015629128
1506,192921.94602704927
1507,268780.75045540725
1508,213648.13928258812
1509,157539.01687788125
1510,146353.6237853546
1511,145131.22445203766
1512,173022.0751229064
1513,142358.90104686702
1514,160026.61948987783
1515,198959.4701856637
1516,158027.94695248923
1517,178372.91300166937
1518,127081.13442862422
1519,217688.38056128687
1520,132981.31961708638
1521,139471.27139280486
1522,162805.57406789926
1523,113420.8289237532
1524,132195.96343424128
1525,116465.46976671192
1526,113426.99986548367
1527,101013.04870934754
1528,129215.64233162857
1529,155483.87709001463
1530,178698.7473144379
1531,110053.85149134738
1532,96488.14889832209
1533,153474.66459705486
1534,130063.9104235722
1535,156643.29050318652
1536,107926.61264770837
1537,58719.88342894943
1538,163877.16164862798
1539,199528.89182891673
1540,106115.85553591866
1541,140332.485788379
1542,148006.79866333626
1543,202004.18837712726
1544,88463.33372647983
1545,125344.9148510523
1546,135010.40182015643
1547,141044.86718076246
1548,146137.10358285642
1549,122339.89752953497
1550,132295.0546509891
1551,111281.4609849134
1552,135617.41069067674
1553,148394.78810566856
1554,119226.24263636205
1555,159751.25795942626
1556,77210.02786083342
1557,100685.44438226057
1558,97320.1379171563
1559,73612.6687038212
1560,108320.5798349387
1561,130950.13978447311
1562,125822.24381550337
1563,117250.77985003873
1564,154327.07433312724
1565,153130.49622174475
1566,227660.4302517373
1567,75074.00083294931
1568,235428.7096500626
1569,129073.06805728642
1570,137948.03011496758
1571,118653.89036716665
1572,149147.6073290619
1573,246063.88238077622
1574,128981.20869106469
1575,224725.9124989613
1576,253305.96162269122
1577,182566.21647842642
1578,139233.24676529958
1579,148116.52438873932
1580,194674.65945660224
1581,148875.63383400027
1582,124330.6275287878
1583,299381.962225307
1584,219912.87536669947
1585,140044.52690880187
1586,70912.82256113164
1587,106351.50277724629
1588,165585.56387642623
1589,102335.63416731844
1590,136200.03921185114
1591,97111.56420298219
1592,109692.9667729659
1593,121115.94899554178
1594,136995.71397983225
1595,103437.60535698409
1596,240033.5810948872
1597,189354.9920962635
1598,245401.89953612894
1599,163192.227377038
1600,154099.30790743307
1601,71612.52836080811
1602,118025.34415994049
1603,96331.99619860601
1604,283109.36705307255
1605,240127.50198746703
1606,174032.47624007752
1607,165185.35362845918
1608,211881.6777911308
1609,184841.4045134799
1610,155055.81866560408
1611,140179.64830556733
1612,171459.49654968633
1613,167333.19190101192
1614,116677.36955598953
1615,94867.05874911041
1616,78008.816820485
1617,92813.65940712881
1618,127349.0794048907
1619,156993.05823292202
1620,174769.0716603922
1621,134181.70861126762
1622,132809.35158172605
1623,238964.47871814974
1624,219176.83791106028
1625,125698.53916489823
1626,164837.61677811132
1627,196964.87599663076
1628,298242.08008518536
1629,178255.63404712788
1630,384948.7819810952
1631,227384.02263208694
1632,249863.07812143528
1633,168186.5005522341
1634,183447.52291735684
1635,169337.82697514948
1636,148150.13501060382
1637,203024.48602027507
1638,188205.33319835862
1639,195770.2517078796
1640,272074.3608623995
1641,183889.83754322096
1642,242913.46205380728
1643,221654.76534291427
1644,258692.25932658013
1645,201923.09571418064
1646,151330.6195366497
1647,160184.74142382632
1648,129465.17290851516
1649,141007.29820318782
1650,115447.15152245437
1651,121263.15496985262
1652,99246.26594808811
1653,100582.85703961243
1654,143324.91457807357
1655,130685.03825112482
1656,137242.18152781588
1657,142906.2919850522
1658,139648.89816856515
1659,121413.10255969848
1660,149116.8753673144
1661,433222.95836991275
1662,406790.680150523
1663,372886.23393788596
1664,596018.0618318662
1665,291716.3513876762
1666,335866.7899973956
1667,372404.9232193741
1668,319712.5402254347
1669,299415.796856678
1670,317380.50651876297
1671,265680.8039622949
1672,439071.2950571273
1673,297767.2030164653
1674,244586.2749367856
1675,198665.3045430311
1676,191699.7643799669
1677,223241.97415128624
1678,541489.30162722
1679,400314.7952608276
1680,331614.32359294454
1681,235707.52127674746
1682,311949.6271632953
1683,188156.61625653188
1684,172054.94834613384
1685,168591.81014118038
1686,167085.5090589895
1687,165862.85157744415
1688,191051.90932487434
1689,192788.68760652893
1690,190314.3091530412
1691,179539.28820187596
1692,244381.20987342094
1693,163871.64474335918
1694,177651.1274872145
1695,159756.26210273552
1696,268940.94190472254
1697,165592.31147460683
1698,348317.7366226304
1699,298455.15498748026
1700,246241.64235649485
1701,259124.85187766436
1702,248435.9765414566
1703,237970.6867271014
1704,283232.6377663684
1705,228470.0849664223
1706,483643.70847420266
1707,212574.6354993213
1708,206053.42123350897
1709,269634.3523985621
1710,228793.1193927825
1711,269936.6822870454
1712,255732.0870808165
1713,291582.8643512374
1714,246090.0232285023
1715,212225.29565331244
1716,185709.05494509658
1717,172785.87244293926
1718,135746.41278086492
1719,218634.267954548
1720,239700.06822288217
1721,165157.58492041987
1722,129205.09868511702
1723,157797.92282652698
1724,203230.56018380923
1725,237880.32686290488
1726,186913.87278105665
1727,155217.0077315075
1728,182405.40409463702
1729,173197.51231719035
1730,146813.15788633993
1731,110924.12488036325
1732,125690.72455746257
1733,116886.6818976063
1734,121878.25095982975
1735,118027.71559066855
1736,109677.05024616783
1737,305276.9197922219
1738,256459.13749498897
1739,265425.54404242634
1740,224310.53558055143
1741,192016.42772510063
1742,176208.1077932273
1743,182835.05853032158
1744,324869.8912846288
1745,224034.74698935077
1746,180798.08408428682
1747,225250.66123132128
1748,226739.91287651408
1749,149181.51611287822
1750,129095.68248957157
1751,242430.4027360912
1752,118909.80279635389
1753,152891.59657661512
1754,199605.85377078436
1755,168057.74660636607
1756,126863.77065103188
1757,122993.0074266478
1758,137863.60761024058
1759,155169.85140659148
1760,163683.3011427075
1761,144502.25676466498
1762,183683.96625387197
1763,180487.5161516647
1764,122642.06219444872
1765,144227.6020073705
1766,190851.65626143676
1767,222557.7363617492
1768,146768.13563922467
1769,177217.7940042839
1770,153227.7646726835
1771,108353.92384795623
1772,129372.34192382434
1773,109923.71291527174
1774,142297.2605566366
1775,146821.38053642362
1776,130099.67189124353
1777,111896.18857818114
1778,137681.10980530246
1779,127013.66172034352
1780,163028.40642005228
1781,124333.54876166656
1782,90721.0093953909
1783,139495.67777667884
1784,100564.18633058456
1785,127140.05594939883
1786,142989.4421450879
1787,172879.94963148166
1788,55313.72634842327
1789,99135.20216131401
1790,76890.21639162836
1791,185053.48686977132
1792,159801.20494729775
1793,131409.3081302229
1794,153159.9242873541
1795,137252.76874125088
1796,128301.48829230836
1797,115658.61522684847
1798,113656.83723904422
1799,116404.9123806945
1800,127542.0484356914
1801,122226.17088756226
1802,115545.59551266207
1803,147579.40269755886
1804,138658.96171824273
1805,135890.50804891775
1806,134892.11563033506
1807,133016.77870299006
1808,128258.21772025686
1809,122718.08774190069
1810,142435.2386564739
1811,92117.74849210288
1812,99544.53398933994
1813,127891.8222185774
1814,94405.79674691935
1815,52893.36206554885
1816,103237.66446046077
1817,103112.42194364649
